Event Identifier,Event Name,First Year,Last Year,Primary Genre,Venue Identifier,Venue Name,Suburb,Latitude,Longitude
148008,"Three Vignettes - Schools Out",1992,1992,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
14801,"Don Giovanni",1962,1962,Music Theatre,813,"Palais Theatre",St Kilda,-37.86684,144.975197
148019,"Price Check! The Musical (In Concert)",2019,2019,Music Theatre,16512,"Alex Theatre St Kilda",St Kilda,-37.859388,144.97786
14802,"The Sound of Music",1961,1961,Music Theatre,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
148051,"Ghost Quartet",2019,2019,Music Theatre,19316,"Gasworks Studio Theatre",Albert Park,-37.842605,144.946935
148077,"The Fatal Wedding Tour",1906,1906,Music Theatre,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
1481,"Not Quite Ready",1988,1988,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
148100,"I Have a Date with Spring",2003,2003,Music Theatre,14091,"University of Melbourne",The University Of Melbourne ,-37.79877,144.960588
148102,"Two Hearts",2019,2019,Theatre - Spoken Word,16166,"The Butterfly Club",Melbourne,-37.815151,144.965138
148103,"80 Minutes No Interval",2018,2018,Theatre - Spoken Word,13237,"Theatre Works",St Kilda,-37.8642862,144.9758931
148109,"The Drums of Time",2014,2014,Theatre - Spoken Word,10791,"Benalla Performing Arts Centre",Benalla,-36.553797,145.996444
148111,"The Tempest",2013,2013,Theatre - Spoken Word,19183,"University of Melbourne, Guild Theatre",The University Of Melbourne ,-37.797322,144.961405
148112,"The Curtain",2012,2012,Theatre - Spoken Word,13226,"Southbank Theatre, The Lawler",Southbank,-37.823752,144.969449
148114,"Reykjavik",2011,2011,Theatre - Spoken Word,13226,"Southbank Theatre, The Lawler",Southbank,-37.823752,144.969449
148195,"Peter Pan Goes Wrong",2018,2019,Theatre - Spoken Word,21020,"Playhouse, Arts Centre Melbourne",Melbourne,-37.820156,144.967981
148206,"The Fatal Wedding (company returned from New Zealand tour)",1906,1906,Music Theatre,143,"Her Majesty's Theatre",Ballarat,-37.56269,143.857598
148208,"The Fatal Wedding (company returned from New Zealand tour)",1906,1906,Music Theatre,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
148209,"The Fatal Wedding (company returned from New Zealand tour)",1906,1906,Music Theatre,11239,"Royal Princess Theatre",Bendigo,-36.754725,144.273653
148237,"The Importance of Being Earnest",2020,2020,Theatre - Spoken Word,11,"Merlyn Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
148238,"Grey Arias",2020,2020,Theatre - Spoken Word,159,"Beckett Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
148239,"Macbeth (This Ignorant Present)",2020,2020,Theatre - Spoken Word,11,"Merlyn Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
148240,"K-Box",2020,2020,Theatre - Spoken Word,159,"Beckett Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
148241,"Is This A Room: Reality Winner Verbatim Transcription",2020,2020,Theatre - Spoken Word,159,"Beckett Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
148242,"Do Not Go Gentle...",2020,2020,Theatre - Spoken Word,11,"Merlyn Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
148243,"The Return",2020,2020,Theatre - Spoken Word,11,"Merlyn Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
148244,"Prima Facie",2020,2020,Theatre - Spoken Word,159,"Beckett Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
148245,"Go To Hell",2020,2020,Theatre - Spoken Word,11,"Merlyn Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
148266,"Hamlet",2020,2020,Theatre - Spoken Word,11513,"The Arts Centre",Melbourne,-37.819977,144.968632
148271,"The Comedy of Errors",2020,2020,Theatre - Spoken Word,11513,"The Arts Centre",Melbourne,-37.819977,144.968632
148272,"The Comedy of Errors",2020,2020,Theatre - Spoken Word,17258,"Ulumbarra Theatre",Bendigo,-36.754212,144.280057
148273,"The Comedy of Errors",2020,2020,Theatre - Spoken Word,143,"Her Majesty's Theatre",Ballarat,-37.56269,143.857598
148279,"The Comedy of Errors",2020,2020,Theatre - Spoken Word,3355,"West Gippsland Arts Centre",Warragul,-38.15906,145.93337
148345,"Lovelines",2000,2000,Theatre - Spoken Word,20046,"3RRR Boardroom",Fitzroy,-37.798616,144.976027
148346,"The Spalding Family Album: Forget Me Not and Esther",1978,1978,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
148347,"Come to Australia, They Said",1982,1982,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
148348,"Breath",1980,1980,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
148349,"Masha - A Fugue on Regret",2000,2000,Theatre - Spoken Word,20047,"The Storeroom at Parkview Hotel",North Fitzroy,-37.783068,144.983635
148350,"Neo Kyma",1975,1975,Music,1,"La Mama",Carlton,-37.798931,144.96771
148400,"The Picnic",1999,1999,Theatre - Spoken Word,20052,"Victoria University, E Theatre",Footscray,-37.793719,144.898548
148401,"Whites of their Eyes",1995,1995,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
14847,"Bouncers",1991,1991,Theatre - Spoken Word,2900,"Universal Two",Fitzroy,-37.798606,144.975634
148471,"Oh What a Lovely War",2014,2014,Music Theatre,158,"Trades Hall",Carlton South,-37.806332,144.966235
148472,"Two",1999,1999,Theatre - Spoken Word,159,"Beckett Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
148473,"Parade",2014,2014,Music Theatre,3118,"fortyfivedownstairs",Melbourne,-37.814831,144.973079
148474,"Dramatic Reaction: A Theatrical Lampoon",2018,2018,Theatre - Spoken Word,20002,"La Mama Courthouse",Carlton,-37.797696,144.968686
148475,"West Side Story",2019,2019,Music Theatre,16405,"State Theatre",Melbourne,-37.816731,144.969641
14848,"The Marriage of Figaro",1991,1991,Theatre - Spoken Word,3,"Playhouse",Melbourne,-37.821404,144.968724
148481,"The Gentleman and The Thief",2014,2014,Theatre - Spoken Word,19183,"University of Melbourne, Guild Theatre",The University Of Melbourne ,-37.797322,144.961405
148483,"Audrey Hepburn and I Consider Our Assets",2015,2015,Music Theatre,19214,"The Melba Spiegeltent",Collingwood,-37.799291,144.986126
148484,"Othello: Death Poll",2013,2013,Theatre - Spoken Word,15758,"Revolt Melbourne",Kensington,-37.797563,144.932852
148485,"The Tragedy of Lucrece",2013,2013,Theatre - Spoken Word,11371,"Richmond Library Theatrette",Richmond,-37.825209,144.998301
148486,"The Pavilion",2011,2011,Theatre - Spoken Word,4,"Chapel Off Chapel",Prahran,-37.84760942,144.9955341
148487,"Mother Courage and Her Children",2015,2015,Theatre - Spoken Word,14091,"University of Melbourne",The University Of Melbourne ,-37.79877,144.960588
148488,"Vocx",2015,2015,Theatre - Spoken Word,16165,"The Owl and Cat Theatre",Richmond,-37.825071,144.990228
148489,"Entropia",2015,2015,Theatre - Spoken Word,16165,"The Owl and Cat Theatre",Richmond,-37.825071,144.990228
14849,"Faith, Hope and Psychotherapy",1991,1991,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
148490,"A Matter of Life and Death",2017,2017,Theatre - Spoken Word,16165,"The Owl and Cat Theatre",Richmond,-37.825071,144.990228
148491,"The Metamorphosis",2019,2019,Theatre - Spoken Word,19183,"University of Melbourne, Guild Theatre",The University Of Melbourne ,-37.797322,144.961405
148492,"Our Father",2019,2019,Theatre - Spoken Word,19183,"University of Melbourne, Guild Theatre",The University Of Melbourne ,-37.797322,144.961405
14850,"Alligator Smile",1991,1991,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
148542,"Cinderella",2020,2020,Music Theatre,3,"Playhouse",Melbourne,-37.821404,144.968724
148543,"Yma Sumac: The Peruvian Songbird",2020,2020,Music Theatre,3,"Playhouse",Melbourne,-37.821404,144.968724
148544,"Cassomenos, Hurren, Tutty: Three Tales",2020,2020,Music Theatre,3,"Playhouse",Melbourne,-37.821404,144.968724
148546,"Die Tote Stadt (The Dead City)",2020,2020,Music Theatre,10572,"Hamer Hall",Melbourne,-37.8199893,144.9685875
148547,"Margaret Fulton: The Musical",2020,2020,Music Theatre,3,"Playhouse",Melbourne,-37.821404,144.968724
148548,"The Friends of Salamanca",2020,2020,Music Theatre,3,"Playhouse",Melbourne,-37.821404,144.968724
14857,"Dig",1991,1991,Theatre - Spoken Word,46,"Theatreworks",St Kilda,-37.863928,144.976507
148573,"2020 Season One",2020,2020,Dance,29,"Victorian Arts Centre",Melbourne,-37.821624,144.968856
14858,"I've Danced with a Girl Who Danced with the Prince of Wales",1991,1991,Theatre - Spoken Word,26,"Rippon Lea",Elsternwick,-37.879209,144.997737
148583,"The Fatal Wedding (NSW tour continued to VIC & SA)",1906,1906,Theatre - Spoken Word,3725,"Wangaratta",Wangaratta,-36.354329,146.325657
14859,"Dead Heart",1991,1991,Theatre - Spoken Word,643,"Organ Factory",Clifton Hill,-37.791893,144.989328
148594,"The Fatal Wedding (NSW tour continued to VIC & SA)",1906,1906,Theatre - Spoken Word,20072,"Hamilton Town Hall",Hamilton,-37.743172,142.025565
148596,"The Fatal Wedding (NSW tour continued to VIC & SA)",1906,1906,Theatre - Spoken Word,20073,"Victoria Hall",Colac,-38.338158,143.57585
148598,"The Fatal Wedding (NSW tour continued to VIC & SA)",1906,1906,Theatre - Spoken Word,20074,"Theatre Royal",Bairnsdale,-37.823992,147.60283
14860,"Love Me Tender",1991,1991,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
148606,"The Fatal Wedding",1907,1907,Music Theatre,20077,"His Majesty's Theatre",Geelong,-38.147721,144.361874
148621,"The Grey Kimono/Kimona",1907,1907,Music Theatre,11694,"Castlemaine Town Hall",Castlemaine,-37.064391,144.218317
148627,"Drive",2019,2019,Theatre - Spoken Word,13237,"Theatre Works",St Kilda,-37.8642862,144.9758931
14864,"Yellowing",2002,2002,Theatre - Spoken Word,3023,"Yvonne Bowden Auditorium",Carlton,-37.798663,144.964536
14866,"Geography- In Quest of a Place to Be",1991,1991,Theatre - Spoken Word,97,"Anthill Theatre",South Melbourne,-37.837058,144.960994
14867,"Can't Help Myself",2002,2002,Theatre - Spoken Word,3023,"Yvonne Bowden Auditorium",Carlton,-37.798663,144.964536
14868,"Mother Lode",2002,2002,Theatre - Spoken Word,3023,"Yvonne Bowden Auditorium",Carlton,-37.798663,144.964536
148682,"The Year of Magical Thinking",2019,2019,Theatre - Spoken Word,3118,"fortyfivedownstairs",Melbourne,-37.814831,144.973079
14869,"The Newspaper of Claremont Street",1991,1991,Theatre - Spoken Word,159,"Beckett Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
14870,"Turn",2002,2002,Theatre - Spoken Word,3023,"Yvonne Bowden Auditorium",Carlton,-37.798663,144.964536
14871,"Morning Sacrifice",1991,1991,Theatre - Spoken Word,59,"Russell Street Theatre",Melbourne,-37.816145,144.969352
14872,"Hair Today, Gone Tomorrow",2002,2002,Theatre - Spoken Word,3023,"Yvonne Bowden Auditorium",Carlton,-37.798663,144.964536
14873,"The More We Change",2002,2002,Theatre - Spoken Word,3023,"Yvonne Bowden Auditorium",Carlton,-37.798663,144.964536
14875,"Shoes of Desire: Part 1",2002,2002,Theatre - Spoken Word,3023,"Yvonne Bowden Auditorium",Carlton,-37.798663,144.964536
148857,"Anthem",2019,2019,Theatre - Spoken Word,3,"Playhouse",Melbourne,-37.821404,144.968724
148865,"Fiddler on the Roof (A Fidler afn Dakh) [Cancelled]",2020,2020,Music Theatre,98,"Comedy Theatre",Melbourne,-37.810308,144.970033
148866,"Rembrandt's Wife",2020,2020,Music Theatre,11,"Merlyn Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
148868,"Attila",2020,2020,Music Theatre,21,"The State Theatre",Melbourne,-37.8199893,144.9685875
148869,"Lohengrin",2020,2020,Music Theatre,21,"The State Theatre",Melbourne,-37.8199893,144.9685875
148870,"Madama Butterfly",2020,2020,Music Theatre,21,"The State Theatre",Melbourne,-37.8199893,144.9685875
148895,"The Happy Prince",2020,2020,Dance,29,"Victorian Arts Centre",Melbourne,-37.821624,144.968856
148901,"Anna Karenina",2020,2020,Dance,29,"Victorian Arts Centre",Melbourne,-37.821624,144.968856
148909,"Harlequinade",2020,2020,Theatre - Spoken Word,29,"Victorian Arts Centre",Melbourne,-37.821624,144.968856
148911,"Molto",2020,2020,Dance,29,"Victorian Arts Centre",Melbourne,-37.821624,144.968856
148973,"Irma Caron",1916,1916,Music Theatre,14981,"Ballarat Mechanics Institute",Ballarat,-37.56254,143.85848
148974,"Irma Caron",1915,1915,Music Theatre,20093,"Federal Hall",Beechworth,-36.358759,146.685498
14898,"Is Australia Really Necessary?",1965,1965,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
148980,"I Really Don’t Care",2019,2019,Other,4,"Chapel Off Chapel",Prahran,-37.84760942,144.9955341
148988,"Unsolicited Male",2018,2018,Theatre - Spoken Word,11195,"Abbotsford Convent",Abbotsford,-37.80207,145.003073
148989,"Unsolicited Male",2019,2019,Theatre - Spoken Word,11195,"Abbotsford Convent",Abbotsford,-37.80207,145.003073
148991,"Wrongful Life",2005,2005,Theatre - Spoken Word,4,"Chapel Off Chapel",Prahran,-37.84760942,144.9955341
14900,"Difference of Opinion",1965,1965,Theatre - Spoken Word,98,"Comedy Theatre",Melbourne,-37.810308,144.970033
149571,"The Moors",2017,2017,Theatre - Spoken Word,3002,"Red Stitch Actors Theatre",St Kilda,-37.858505,144.993121
149572,"Suddenly Last Summer",2018,2018,Theatre - Spoken Word,3002,"Red Stitch Actors Theatre",St Kilda,-37.858505,144.993121
149578,"Meme Girls",2015,2015,Music Theatre,10824,"Malthouse Theatre",Southbank,-37.827082,144.96654
149579,"Merciless Gods",2019,2019,Theatre - Spoken Word,12,"Fairfax Studio",Melbourne,-37.821404,144.968724
149584,"Daddy",2019,2019,Theatre - Spoken Word,11362,"Arts House North Melbourne Town Hall",North Melbourne,-37.803053,144.949634
149586,"Playing to Win",2017,2017,Music Theatre,12,"Fairfax Studio",Melbourne,-37.821404,144.968724
14961,"More Canterbury Tales",1976,1976,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
149616,"World Problems",2019,2019,Theatre - Spoken Word,3118,"fortyfivedownstairs",Melbourne,-37.814831,144.973079
14972,"Funny Peculiar",1977,1977,Theatre - Spoken Word,98,"Comedy Theatre",Melbourne,-37.810308,144.970033
149768,"Paradise",2008,2008,Theatre - Spoken Word,11068,"Drum Theatre",Dandenong,-37.987832,145.214649
149769,"Paradise",2008,2008,Theatre - Spoken Word,2708,"Frankston Arts Centre",Frankston,-38.146162,145.123225
149770,"Paradise",2008,2008,Theatre - Spoken Word,3356,"Warrnambool Regional Performing Arts Centre",Warrnambool,-38.385446,142.481792
14978,"Annie",1978,1978,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
149806,"The Sisters; or, Galileo’s Penance",2018,2018,Theatre - Spoken Word,13273,"No Vacancy Gallery",Melbourne,-37.810318,144.966297
149947,"Henning with Hart",2006,2006,Other,13667,"Glen Waverley",Glen Waverley,-37.87487226,145.1672503
149958,"Personal",2018,2018,Theatre - Spoken Word,11362,"Arts House North Melbourne Town Hall",North Melbourne,-37.803053,144.949634
149960,"Personal",2018,2018,Theatre - Spoken Word,3357,"Hamilton Performing Arts Centre",Hamilton,-37.741869,142.024524
15,"Over in the West",2001,2001,Music Theatre,13,"Cornish Arms",Brunswick,-37.773417,144.96087
150001,"Personal",2018,2018,Theatre - Spoken Word,15844,"Lighthouse Theatre",Warrnambool,-38.385452,142.481882
150002,"Personal",2018,2018,Theatre - Spoken Word,19732,"Horsham Town Hall",Horsham,-36.7155,142.198384
150003,"Personal",2018,2018,Theatre - Spoken Word,3593,"La Trobe Regional Performing Arts Centre",Traralgon,-38.192634,146.533428
150066,"Playing to Win",2016,2016,Music Theatre,4,"Chapel Off Chapel",Prahran,-37.84760942,144.9955341
150068,"Daddy",2020,2020,Theatre - Spoken Word,10975,"State Theatre Rehearsal Room",Melbourne,-37.819977,144.968632
150071,"One Plain, One Purl",2005,2005,Theatre - Spoken Word,20164,"Anglesea Community Hall",Anglesea,-38.409438,144.185169
150072,"Dolly Staine of Kew Cottages",2006,2006,Theatre - Spoken Word,22,"Carlton Courthouse",Carlton,-37.797696,144.968686
150074,"Le Jardin de ma Mere",2010,2010,Theatre - Spoken Word,20165,"Wintergarden Gallery",Geelong,-38.152945,144.357092
150075,"Le Jardin de ma Mere",2010,2010,Theatre - Spoken Word,20166,"Truffles Restaurant",Aireys Inlet,-38.458667,144.10731
150076,"Le Jardin de ma Mere",2010,2010,Theatre - Spoken Word,20167,"Apostle",Queenscliff,-38.268829,144.66079
150077,"Le Jardin de ma Mere",2010,2010,Theatre - Spoken Word,20168,"Sticky Spoons Delectorium",Deans Marsh,-38.398779,143.885338
150078,"Le Jardin de ma Mere",2010,2010,Theatre - Spoken Word,20169,"Little Feat Theatre",Thornbury,-37.755435,144.993611
150079,"Le Jardin de ma Mere",2010,2010,Theatre - Spoken Word,20170,"Private Residence",Hawthorn,-37.825021,145.039668
150080,"Le Jardin de ma Mere",2010,2010,Theatre - Spoken Word,142,"Woodbin Theatre",Geelong,-38.145532,144.350014
150082,"Magdalena",1996,1996,Music Theatre,143,"Her Majesty's Theatre",Ballarat,-37.56269,143.857598
150083,"La Traviata",1996,1996,Music Theatre,3851,"Sidney Myer Music Bowl",Melbourne,-37.823865,144.974995
150084,"Aida",1996,1996,Music Theatre,21,"The State Theatre",Melbourne,-37.8199893,144.9685875
150085,"Ah Perfido",1997,1997,Music Theatre,3851,"Sidney Myer Music Bowl",Melbourne,-37.823865,144.974995
150086,"Fidelio",1999,1999,Music Theatre,21,"The State Theatre",Melbourne,-37.8199893,144.9685875
150087,"A Night at the Opera",2001,2001,Music Theatre,125,"Melbourne Town Hall",Melbourne,-37.815084,144.966508
150088,"Poulenc's Gloria",2005,2005,Music Theatre,10,"Melbourne Concert Hall",Melbourne,-37.821278,144.969226
150089,"Beethoven's Symphony No. 9",2005,2005,Music Theatre,10,"Melbourne Concert Hall",Melbourne,-37.821278,144.969226
150090,"The Rape of Lucretia",1995,1995,Music Theatre,2741,"Opera Centre, Murdoch Studio",Southbank,-37.824591,144.963756
150094,"Imagined Touch - live show",2016,2016,Other,11362,"Arts House North Melbourne Town Hall",North Melbourne,-37.803053,144.949634
150096,"Small Bites: You / A Princess, A Pea / Mad Madge / Same Time Next Week /  Waiting for Telstra / Tight",2010,2010,Theatre - Spoken Word,12025,"Potato Shed",Drysdale,-38.190966,144.5551861
150097,"Small Bites: You / A Princess, A Pea / Mad Madge / Same Time Next Week /  Waiting for Telstra / Tight",2010,2010,Theatre - Spoken Word,20172,"Winchelsea Shire Hall",Winchelsea,-38.242816,143.989233
150098,"Small Bites: You / A Princess, A Pea / Mad Madge / Same Time Next Week /  Waiting for Telstra / Tight",2010,2010,Theatre - Spoken Word,20173,"The Carlton Hotel",Geelong,-38.146668,144.359386
150099,"Small Bites: You / A Princess, A Pea / Mad Madge / Same Time Next Week /  Waiting for Telstra / Tight",2010,2010,Theatre - Spoken Word,20166,"Truffles Restaurant",Aireys Inlet,-38.458667,144.10731
150100,"Making Waves: Water, Water / Defection / The Depths / The Knowing / Snap",2011,2011,Theatre - Spoken Word,13277,"Qdos Gallery Gardens",Lorne,-38.544438,143.96572
150101,"Making Waves: Water, Water / Defection / The Depths / The Knowing / Snap",2011,2011,Theatre - Spoken Word,20174,"Uniting Church Hall",Queenscliff,-38.269405,144.660342
150102,"Making Waves: Water, Water / Defection / The Depths / The Knowing / Snap",2011,2011,Theatre - Spoken Word,20165,"Wintergarden Gallery",Geelong,-38.152945,144.357092
150103,"Making Waves: Water, Water / Defection / The Depths / The Knowing / Snap",2011,2011,Theatre - Spoken Word,142,"Woodbin Theatre",Geelong,-38.145532,144.350014
150104,"When Hedy Met George",2019,2019,Theatre - Spoken Word,20164,"Anglesea Community Hall",Anglesea,-38.409438,144.185169
150105,"When Hedy Met George",2019,2019,Theatre - Spoken Word,20175,"Waurn Ponds Hall",Waurn Ponds,-38.208135,144.277369
150106,"The Book of Love: Where the Heart Is / How a Woman Learns to Fly / Deadly Romance / Ticking / The Boy in the Boat",2016,2016,Theatre - Spoken Word,18257,"Shenton Performing Arts Centre",East Geelong,-38.152663,144.373154
150109,"Alice Dreaming",2010,2010,Theatre - Spoken Word,20176,"Cheltenham Secondary College",Cheltenham,-37.953568,145.068857
150115,"Alice Dreaming",2015,2015,Theatre - Spoken Word,10824,"Malthouse Theatre",Southbank,-37.827082,144.96654
150120,"Small Bites: You / A Princess, A Pea / Mad Madge / Same Time Next Week /  Waiting for Telstra / Tight",2010,2010,Theatre - Spoken Word,20180,"Furios",Anglesea,-38.404576,144.189439
150121,"Le Jardin de ma Mere",2010,2010,Theatre - Spoken Word,20180,"Furios",Anglesea,-38.404576,144.189439
150122,"Alice Dreaming",2017,2017,Theatre - Spoken Word,20181,"Mount Alexander College",Flemington,-37.78269,144.93386
150127,"Women of Troy",2011,2011,Theatre - Spoken Word,20183,"Luther College",Croydon,-37.781635,145.27142
150130,"Love's Magic",2015,2015,Theatre - Spoken Word,15235,"Melbourne Girls Grammar School Hall",South Yarra,-37.832768,144.985929
150134,"Dagger's Drawn",2020,2020,Theatre - Spoken Word,19140,"Notre Dame College",Shepparton,-36.373965,145.40762
150153,"Rolling Thunder Vietnam",2020,2020,Music Theatre,663,"Geelong Performing Arts Centre",Geelong,-38.147454,144.356491
150155,"Rolling Thunder Vietnam",2020,2020,Music Theatre,10572,"Hamer Hall",Melbourne,-37.8199893,144.9685875
150161,"Billy Elliot the Musical",2020,2020,Music Theatre,156,"Regent Theatre",Melbourne,-37.815387,144.967496
150195,"Warmwaters: InExperience",2019,2019,Music Theatre,16166,"The Butterfly Club",Melbourne,-37.815151,144.965138
150221,"Humans",2019,2019,Other,29,"Victorian Arts Centre",Melbourne,-37.821624,144.968856
150266,"Carnival",1901,1901,Theatre - Spoken Word,20192,"Rickards' New Opera House",Melbourne,-37.813585,144.966061
150304,"Carnival",1901,1901,Music Theatre,20192,"Rickards' New Opera House",Melbourne,-37.813585,144.966061
150306,"Six Degrees at a Hot Melbourne Market: Wormholes / The Future of Organics / Clothes are Just Protective Coatings / Arriving Today",2019,2019,Theatre - Spoken Word,19316,"Gasworks Studio Theatre",Albert Park,-37.842605,144.946935
150324,"Don Pasquale",1975,1975,Music Theatre,700,"National Theatre",St Kilda,-37.866959,144.980955
150325,"Mary Stuart / Maria Stuarda",1975,1975,Music Theatre,700,"National Theatre",St Kilda,-37.866959,144.980955
150334,"Become the One",2019,2019,Theatre - Spoken Word,3965,"Gasworks Main Theatre",Albert Park,-37.841874,144.947565
150335,"Become the One",2019,2019,Theatre - Spoken Word,18892,"The Bowery Theatre",St Albans,-37.745189,144.802263
150336,"Become the One",2019,2019,Theatre - Spoken Word,20196,"The World Famous Beagle Tent",Daylesford,-37.339809,144.143306
150337,"Broken",2018,2018,Theatre - Spoken Word,3118,"fortyfivedownstairs",Melbourne,-37.814831,144.973079
150340,"Lilac Time",1942,1942,Music Theatre,10985,"His Majesty's Theatre",Melbourne,-37.810916,144.96975
150341,"Nightbirds (Die Fledermaus)",1942,1942,Music Theatre,10985,"His Majesty's Theatre",Melbourne,-37.810916,144.96975
150360,"The Merry Widow",1943,1943,Music Theatre,10985,"His Majesty's Theatre",Melbourne,-37.810916,144.96975
150361,"Trial by Jury /  The Pirates of Penzance",1942,1942,Music Theatre,10985,"His Majesty's Theatre",Melbourne,-37.810916,144.96975
150382,"Foxfinder",2013,2013,Theatre - Spoken Word,3002,"Red Stitch Actors Theatre",St Kilda,-37.858505,144.993121
150387,"Harry Rickards' Tivoli Theatres [various artists]",1902,1902,Theatre - Spoken Word,20192,"Rickards' New Opera House",Melbourne,-37.813585,144.966061
150390,"Harry Rickards [various artists]",1902,1902,Theatre - Spoken Word,20192,"Rickards' New Opera House",Melbourne,-37.813585,144.966061
150399,"Tchekov at the House of Special Purpose",2019,2019,Theatre - Spoken Word,20002,"La Mama Courthouse",Carlton,-37.797696,144.968686
150400,"Tchekov at the House of Special Purpose",2017,2017,Theatre - Spoken Word,20002,"La Mama Courthouse",Carlton,-37.797696,144.968686
150401,"La Pelligrina: A Medici Extravaganza",2018,2018,Music Theatre,20202,"St. Ambrose Hall",Woodend,-37.35698,144.530522
150403,"Euridice",2014,2014,Theatre - Spoken Word,20203,"Woodend School Hall",Woodend,-37.352989,144.532264
150404,"A Soldier's Tale",2011,2011,Theatre - Spoken Word,20202,"St. Ambrose Hall",Woodend,-37.35698,144.530522
150405,"Quite Drunk, Very Jesus-y",2019,2019,Theatre - Spoken Word,11194,"Trades Hall New Council Chambers",Carlton South,-37.806332,144.966235
150406,"The Book of Ducks",2019,2019,Theatre - Spoken Word,20204,"The Burrow",Fitzroy,-37.793433,144.9793
150438,"Stage Write '99: Dear Older Australian / Mrs Noah-Cum-Kumquat / Back Pocket",1999,1999,Theatre - Spoken Word,3965,"Gasworks Main Theatre",Albert Park,-37.841874,144.947565
150450,"Prime Alien Carcass",1998,1998,Theatre - Spoken Word,20209,"Student Theatre Space",Clayton,-37.91056,145.136249
15051,"Life x 3",2002,2002,Theatre - Spoken Word,3,"Playhouse",Melbourne,-37.821404,144.968724
15065,"Nerve 9",2002,2002,Dance,648,"Dancehouse",North Carlton,-37.792265,144.970458
15066,"Burning In / In Traffic",2002,2002,Dance,648,"Dancehouse",North Carlton,-37.792265,144.970458
150670,"Be Your Self",2017,2017,Dance,15902,"Southbank Theatre",Southbank,-37.82349,144.968745
150674,"Be Your Self",2017,2017,Dance,2708,"Frankston Arts Centre",Frankston,-38.146162,145.123225
150675,"Be Your Self",2017,2017,Dance,3607,"Mildura Arts Centre",Mildura,-34.178286,142.16044
150688,"Viet Kieu",2015,2015,Music Theatre,1,"La Mama",Carlton,-37.798931,144.96771
150689,"Of Cows, Women and War",2014,2014,Music Theatre,20002,"La Mama Courthouse",Carlton,-37.797696,144.968686
150690,"Blaaq Catt",2016,2016,Theatre - Spoken Word,20002,"La Mama Courthouse",Carlton,-37.797696,144.968686
150754,"Big River: The Adventures of Huckleberry Finn",1989,1989,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
150756,"Reverse, Pike / Lend Me a Tenor",1998,1998,Theatre - Spoken Word,16125,"Kel Watson Theatre",Burwood,-37.85014,145.119031
15076,"The Reluctant Debutante",1956,1956,Theatre - Spoken Word,98,"Comedy Theatre",Melbourne,-37.810308,144.970033
150761,"Paul Robeson in Concert",1960,1960,Music,125,"Melbourne Town Hall",Melbourne,-37.815084,144.966508
150763,"Paul Robeson in Concert",1960,1960,Music,813,"Palais Theatre",St Kilda,-37.86684,144.975197
150765,"The Beatles",1964,1964,Music,1441,"Festival Hall",West Melbourne,-37.811269,144.946448
150802,"Babes in the Wood",1935,1935,Music Theatre,4527,"King's Theatre",Melbourne,-37.813329,144.968184
150803,"Sinbad the Sailor",1935,1936,Music Theatre,3565,"Garrick Theatre",Melbourne,-37.8192,144.9682
150814,"Something Different",1934,1934,Music Theatre,3209,"Palace Theatre",Melbourne,-37.811383,144.972241
150818,"The Mixed Brides",1934,1934,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
150819,"The Plumber's Dilemma",1934,1934,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
150820,"Ye Old Nigger Minstrels / Broadway Nights",1934,1934,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
